company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
Company 02210,12.5,1-3 years,Education not specified,Python Developer,6,10,15,Beijing
Company 02168,25.0,3-5 years,Bachelor degree,Python Developer,3,20,30,Beijing
Company 02211,32.5,5+ years,Bachelor degree,pythonDeveloper Engineer,2,30,35,Beijing
Company 02212,26.5,3-5 years,Bachelor degree,Senior pythonEngineer,4,18,35,Beijing
Company 02213,25.0,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer,3,20,30,Beijing
Company 02163,32.5,3-5 years,Bachelor degree,Senior pythonBackend Engineer,6,25,40,Beijing
Company 02214,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,4,15,25,Beijing
iHandy,32.5,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer,2,25,40,Beijing
Company 02215,3.0,Experience not required,Bachelor degree,Python Developer,3,2,4,Beijing
Company 02203,30.0,3-5 years,Bachelor degree,Python Developer,4,20,40,Beijing
Company 01451,30.0,3-5 years,Bachelor degree,Python Developer,2,20,40,Beijing
Company 02216,18.5,5+ years,Associate degree,Senior pythonBackend Developer Engineer,3,15,22,Beijing
Company 02163,35.0,3-5 years,Bachelor degree,pythonEngineer,3,30,40,Beijing
Company 02217,20.0,1-3 years,Bachelor degree,pythonDeveloper Engineer (mj000126),6,15,25,Beijing
Company 02218,20.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,3,15,25,Beijing
iHandy,37.5,5+ years,Bachelor degree,Senior pythonDeveloper Engineer,4,25,50,Beijing
Company 02219,10.5,Less than 1 year,Bachelor degree,pythonFull-stack Engineer,5,8,13,Beijing
Company 02220,15.5,3-5 years,Bachelor degree,pythonBackend Developer Engineer,4,11,20,Beijing
Company 02221,16.5,1-3 years,Bachelor degree,pythonEngineer,2,13,20,Beijing
Company 02222,8.5,Experience not required,Bachelor degree,Python Developer,1,6,11,Beijing
Company 02223,16.0,1-3 years,Bachelor degree,Python Developer,5,12,20,Beijing
Company 02144,22.5,3-5 years,Bachelor degree,Python Developer,6,15,30,Beijing
Company 02154,30.0,3-5 years,Bachelor degree,Python Developer,4,25,35,Beijing
Company 02224,18.0,1-3 years,Bachelor degree,Python Developer,1,12,24,Beijing
Company 02225,40.0,3-5 years,Bachelor degree,pythonSenior Developer Engineer,3,30,50,Beijing
Company 02226,25.0,3-5 years,Bachelor degree,python Backend Developer Engineer,1,20,30,Beijing
Company 00636,37.5,3-5 years,Postgraduate,Senior pythonDeveloper Engineer,5,25,50,Beijing
Company 02227,22.5,5+ years,Bachelor degree,Python Developer,1,15,30,Beijing
Company 02228,30.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,20,40,Beijing
Company 02226,12.5,3-5 years,Bachelor degree,python Crawler Engineer,6,10,15,Beijing
iHandy,22.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,1,15,30,Beijing
Company 01161,45.0,5+ years,Associate degree,Python Developer,1,30,60,Beijing
Company 02229,27.5,5+ years,Bachelor degree,Python Developer,2,20,35,Beijing
Company 02230,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,15,25,Beijing
Company 02231,30.0,3-5 years,Bachelor degree,pythonSenior Crawler Developer Engineer,3,25,35,Beijing
Company 02232,22.5,3-5 years,Bachelor degree,java/pythonDeveloper Engineer,5,15,30,Beijing
Geek+,27.5,3-5 years,Bachelor degree,pythonSenior Developer Engineer (mj000061),1,20,35,Beijing
Company 02233,16.0,Experience not required,Bachelor degree,pythonDeveloper Engineer,4,12,20,Beijing
Company 02234,25.0,5+ years,Bachelor degree,Senior pythonFull-stack Developer Engineer,2,20,30,Beijing
Company 00005,12.5,1-3 years,Bachelor degree,c/lua/pythonDeveloper,4,10,15,Beijing
Company 02235,12.5,Experience not required,Bachelor degree,pythonDeveloper Engineer,3,10,15,Beijing
Mbyte,16.0,1-3 years,Bachelor degree,Python Developer,5,12,20,Beijing
Aibee,18.0,1-3 years,Education not specified,pythonDeveloper Operations Engineer,5,12,24,Beijing
Company 00279,25.0,5+ years,Bachelor degree,python webDeveloper Engineer,5,20,30,Beijing
Company 02147,20.0,Experience not required,Bachelor degree,pythonSenior Developer Engineer,4,18,22,Beijing
Company 02236,12.0,3-5 years,Associate degree,pythonDeveloper Engineer,6,8,16,Beijing
Company 00636,27.5,3-5 years,Postgraduate,Senior pythonDeveloper Engineer,4,20,35,Beijing
Company 02237,25.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,20,30,Beijing
Company 00704,15.0,1-3 years,Bachelor degree,Python Developer,6,10,20,Beijing
Company 02238,13.5,1-3 years,Associate degree,pythonEngineer,4,12,15,Beijing
Company 02227,22.5,5+ years,Bachelor degree,Senior pythonCrawler Engineer,2,15,30,Beijing
Company 02209,30.0,3-5 years,Bachelor degree,pythonSenior Engineer,3,20,40,Beijing
Company 02239,15.0,1-3 years,Bachelor degree,pythonEngineer,3,10,20,Beijing
Company 02240,35.0,5+ years,Bachelor degree,pythonDeveloper Engineer,2,25,45,Beijing
Company 02151,30.0,3-5 years,Bachelor degree,Python Developer,2,20,40,Beijing
Company 02149,30.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,2,20,40,Beijing
Company 00722,30.0,3-5 years,Bachelor degree,Test Developer Engineer (python),5,20,40,Beijing
GeneDock,20.0,3-5 years,Bachelor degree,pythonBackend Developer Engineer,1,15,25,Beijing
Company 02241,4.5,1-3 years,Associate degree,pythonCrawler Engineer,2,3,6,Beijing
Company 02208,20.0,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer ／Crawler ／spider,6,15,25,Beijing
LBE TECH,34.0,5+ years,Bachelor degree,Senior pythonEngineer,6,28,40,Beijing
Company 02242,20.0,3-5 years,Bachelor degree,pythonBackend Developer,3,15,25,Beijing
Company 02243,35.0,3-5 years,Bachelor degree,Python Developer,6,25,45,Beijing
Company 02244,30.0,3-5 years,Bachelor degree,Senior python/goDeveloper Engineer,6,20,40,Beijing
Company 02245,22.5,3-5 years,Associate degree,pythonBackend Developer,5,15,30,Beijing
Company 00722,30.0,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer,4,20,40,Beijing
Company 02144,16.5,3-5 years,Bachelor degree,Python Developer,1,11,22,Beijing
Company 02246,8.5,1-3 years,Bachelor degree,Python Developer,3,7,10,Beijing
Company 02247,21.5,3-5 years,Bachelor degree,Python Developer,5,15,28,Beijing
Company 02173,32.5,5+ years,Bachelor degree,Senior pythonDeveloper Engineer,3,25,40,Beijing
Company 02175,22.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,6,15,30,Beijing
Company 02135,40.0,5+ years,Bachelor degree,Senior pythonDeveloper Engineer,5,30,50,Beijing
Company 02248,22.5,3-5 years,Bachelor degree,pythonSenior Developer Engineer,5,20,25,Beijing
Company 02241,23.5,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer,6,21,26,Beijing
Company 02183,32.5,3-5 years,Bachelor degree,Python Developer,4,25,40,Beijing
Company 02221,16.0,1-3 years,Bachelor degree,pythonEngineer,1,12,20,Beijing
Company 02249,20.0,3-5 years,Bachelor degree,Python Developer,1,15,25,Beijing
Company 02250,22.5,3-5 years,Bachelor degree,pythonDeveloper Senior Engineer,2,15,30,Beijing
Company 02187,35.0,3-5 years,Bachelor degree,Senior pythonDeveloper Engineer,5,25,45,Beijing
Company 02188,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,15,25,Beijing
Company 02223,22.5,3-5 years,Bachelor degree,Python Developer,6,15,30,Beijing
Company 02251,20.0,5+ years,Bachelor degree,pythonDeveloper Engineer (j10519),4,15,25,Beijing
Company 02252,21.5,3-5 years,Bachelor degree,Python Developer,6,18,25,Beijing
Company 00653,16.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,1,11,22,Beijing
Company 02237,27.5,3-5 years,Bachelor degree,Python Developer,5,20,35,Beijing
Company 02166,20.0,Experience not required,Bachelor degree,Python Developer,2,15,25,Beijing
Company 02152,20.0,5+ years,Education not specified,pythonFull-stack Developer Engineer,6,15,25,Beijing
Company 02253,20.0,3-5 years,Bachelor degree,pythonEngineer,5,15,25,Beijing
Company 02254,22.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,20,25,Beijing
Company 01662,25.0,3-5 years,Associate degree,pythonDeveloper Engineer,3,20,30,Beijing
Company 02255,9.5,Experience not required,Bachelor degree,python,5,7,12,Beijing
Company 02256,22.5,1-3 years,Bachelor degree,Senior pythonDeveloper Engineer,6,15,30,Beijing
Company 02169,22.5,3-5 years,Bachelor degree,Python Developer,6,15,30,Beijing
Flow++,18.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,1,12,24,Beijing
Company 02218,22.5,1-3 years,Bachelor degree,Python Developer,3,15,30,Beijing
Finechat,24.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,4,18,30,Beijing
Company 02257,19.0,5+ years,Bachelor degree,Python Developer,4,13,25,Beijing
Company 02258,20.5,5+ years,Bachelor degree,Python Developer,6,20,21,Beijing
Aibee,37.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,25,50,Beijing
Company 02168,30.0,3-5 years,Bachelor degree,Python Developer,5,20,40,Beijing
Aibee,22.5,1-3 years,Bachelor degree,Python Developer,2,15,30,Beijing
Company 02216,14.5,3-5 years,Bachelor degree,Python Developer,5,11,18,Beijing
Company 00042,22.5,3-5 years,Bachelor degree,Python Developer,5,15,30,Beijing
Company 02259,12.5,5+ years,Bachelor degree,pythonBackend Developer Engineer,4,10,15,Beijing
Company 02260,22.5,1-3 years,Bachelor degree,python Developer Engineer,5,15,30,Beijing
Company 02261,20.0,5+ years,Bachelor degree,python Developer,3,15,25,Beijing
Company 00636,30.0,3-5 years,Bachelor degree,python Developer Engineer,3,20,40,Beijing
Company 02262,4.5,Fresh graduate,Bachelor degree,Python Developer,1,4,5,Beijing
Company 02231,30.0,3-5 years,Bachelor degree,Python Developer,3,20,40,Beijing
Company 00735,11.5,1-3 years,Associate degree,Python Developer,5,10,13,Beijing
Company 02263,22.5,3-5 years,Bachelor degree,Python Developer,3,15,30,Beijing
Company 00042,22.5,3-5 years,Bachelor degree,Python Developer,6,15,30,Beijing
Company 02264,12.5,1-3 years,Bachelor degree,pythonDeveloper Engineer (Mid-level),1,10,15,Beijing
Company 02265,15.0,3-5 years,Bachelor degree,pythonSenior Developer Engineer,1,10,20,Beijing
Company 02263,22.5,3-5 years,Bachelor degree,pythonEngineer (Backend),5,15,30,Beijing
Company 02199,21.5,3-5 years,Bachelor degree,Senior pythonEngineer,4,18,25,Beijing
Company 02266,12.0,1-3 years,Bachelor degree,Python Developer,2,10,14,Beijing
Company 02267,30.0,Experience not required,Bachelor degree,Backend Developer Engineer -python,1,20,40,Beijing
Company 02268,23.0,1-3 years,Bachelor degree,Python Developer,2,18,28,Beijing
Company 00115,30.0,3-5 years,Bachelor degree,Data Analyst,5,20,40,Beijing
Company 02272,22.5,1-3 years,Bachelor degree,Role 00008,6,15,30,Beijing
VIPKID,45.0,5+ years,Bachelor degree,Data Analyst Specialist,5,30,60,Beijing
Company 00135,10.5,3-5 years,Bachelor degree,Data Analyst Supervisor,1,7,14,Beijing
Company 02282,21.5,1-3 years,Postgraduate,Data Analyst,4,18,25,Beijing
Company 02398,12.5,1-3 years,Bachelor degree,Role 00008,6,10,15,Beijing
Company 01342,45.0,5+ years,Bachelor degree,Data Analyst Specialist,3,30,60,Beijing
Company 00089,1.5,3-5 years,Bachelor degree,Role 00069,3,1,2,Beijing
Company 02399,21.5,Less than 1 year,Bachelor degree,Role 00008,3,18,25,Beijing
Company 02298,17.0,5+ years,Bachelor degree,Role 00008,4,15,19,Beijing
Company 02282,37.5,3-5 years,Bachelor degree,Data Analyst,4,25,50,Beijing
Company 01279,12.5,3-5 years,Bachelor degree,Role 00008,2,10,15,Beijing
Company 02298,55.0,5+ years,Bachelor degree,Data Analyst Specialist,1,40,70,Beijing
Company 00135,10.0,3-5 years,Bachelor degree,Role 00008,1,8,12,Beijing
Company 02400,22.5,Experience not required,Bachelor degree,Role 00008,1,15,30,Beijing
Company 02298,55.0,5+ years,Bachelor degree,Role 00490,1,40,70,Beijing
Company 02282,45.0,5+ years,Bachelor degree,Role 00008,5,30,60,Beijing
Company 02204,40.0,3-5 years,Bachelor degree,Role 00008,1,30,50,Beijing
Company 02282,25.0,3-5 years,Bachelor degree,Role 00008,1,20,30,Beijing
Company 00135,37.5,5+ years,Postgraduate,Role 00008,6,25,50,Beijing
Company 02197,27.5,5+ years,Bachelor degree,Role 00008,4,20,35,Beijing
Company 02282,21.5,1-3 years,Bachelor degree,Role 00008,6,15,28,Beijing
Company 02401,35.0,5+ years,Bachelor degree,Data Analyst Manager,1,30,40,Beijing
Company 00115,50.0,3-5 years,Postgraduate,Data Analyst Specialist,4,40,60,Beijing
Company 00135,25.0,5+ years,Bachelor degree,Role 00008,3,20,30,Beijing
Company 00089,1.5,5+ years,Bachelor degree,Data Analyst Manager \Specialist,6,1,2,Beijing
Company 01103,22.5,3-5 years,Bachelor degree,Role 00008,3,15,30,Beijing
Company 02402,7.5,Fresh graduate,Bachelor degree,Data Analyst,3,6,9,Beijing
Company 02403,20.0,3-5 years,Bachelor degree,Role 00008,6,15,25,Beijing
Company 02404,19.5,3-5 years,Bachelor degree,Role 00008,6,13,26,Beijing
Company 02282,30.0,3-5 years,Bachelor degree,Role 00041,5,20,40,Beijing
Company 02282,22.5,3-5 years,Bachelor degree,Role 00008,5,15,30,Beijing
Company 02378,30.0,5+ years,Bachelor degree,Role 00008,5,20,40,Beijing
Company 02405,18.5,3-5 years,Postgraduate,Role 00008,2,15,22,Beijing
Company 02406,17.5,3-5 years,Bachelor degree,Role 00008,3,15,20,Beijing
Company 00057,9.0,1-3 years,Bachelor degree,Role 00038,2,8,10,Beijing
Company 02407,12.5,1-3 years,Bachelor degree,Role 00008,2,10,15,Beijing
Company 02176,37.5,5+ years,Bachelor degree,Data Analyst,4,25,50,Beijing
Company 02408,16.0,5+ years,Bachelor degree,Role 00008,6,12,20,Beijing
Company 02298,30.0,5+ years,Bachelor degree,Data Analyst Manager,1,25,35,Beijing
Company 02282,10.5,5+ years,Bachelor degree,Role 00008,2,8,13,Beijing
Company 00135,15.5,1-3 years,Postgraduate,Role 00039,2,15,16,Beijing
Company 02409,35.0,5+ years,Bachelor degree,Role 00049,5,25,45,Beijing
Company 02298,11.0,Experience not required,Bachelor degree,Role 00777,1,9,13,Beijing
Company 02298,30.0,5+ years,Bachelor degree,Data Analyst Manager,6,20,40,Beijing
Company 02004,22.5,3-5 years,Bachelor degree,Role 00008,2,15,30,Beijing
Company 02410,30.0,5+ years,Bachelor degree,Data Analyst Specialist,1,20,40,Beijing
Company 01662,15.5,1-3 years,Postgraduate,Role 00008,3,11,20,Beijing
Company 02411,5.0,1-3 years,Bachelor degree,Data Analyst,2,4,6,Beijing
Company 02282,25.0,1-3 years,Bachelor degree,Role 00008,5,20,30,Beijing
Company 02282,12.5,1-3 years,Bachelor degree,Role 00008,6,10,15,Beijing
Company 02412,4.5,1-3 years,Associate degree,Data Analyst,6,4,5,Beijing
Company 02282,35.0,Less than 1 year,Bachelor degree,Role 00008,5,25,45,Beijing
Company 02413,25.0,3-5 years,Bachelor degree,Role 00008,6,20,30,Beijing
Company 02414,20.0,Experience not required,Bachelor degree,Role 00463,3,15,25,Beijing
Company 02128,18.0,1-3 years,Bachelor degree,Data Analyst Instructor,6,12,24,Beijing
Company 02415,10.5,3-5 years,Bachelor degree,ppyx—Data Analyst Manager,5,10,11,Beijing
Company 02416,30.0,3-5 years,Bachelor degree,Data Analyst,6,20,40,Beijing
Company 02004,37.5,5+ years,Bachelor degree,Data Analyst Specialist,2,25,50,Beijing
Company 01334,12.5,1-3 years,Bachelor degree,Role 00505,3,10,15,Beijing
Company 02417,22.5,5+ years,Bachelor degree,Data Analyst,4,15,30,Beijing
Company 02282,30.0,3-5 years,Bachelor degree,Role 00041,6,20,40,Beijing
Company 02298,45.0,5+ years,Bachelor degree,Data Analyst Specialist,6,30,60,Beijing
Company 00135,15.0,3-5 years,Bachelor degree,Role 00778,2,11,19,Beijing
Company 02418,19.0,1-3 years,Bachelor degree,Role 00008,1,13,25,Beijing
Company 02419,12.5,3-5 years,Bachelor degree,Role 00008,6,10,15,Beijing
Company 02420,6.5,Experience not required,Education not specified,Data Analyst,2,6,7,Beijing
Company 02410,30.0,5+ years,Bachelor degree,Role 00049,5,20,40,Beijing
Company 00889,40.0,Experience not required,Education not specified,Role 00779,2,30,50,Beijing
Company 02421,7.0,1-3 years,Associate degree,Data Analyst,5,6,8,Beijing
Company 01900,23.0,3-5 years,Bachelor degree,Role 00008,2,16,30,Beijing
Company 02277,27.5,3-5 years,Bachelor degree,Role 01625,5,25,30,Beijing
Company 02276,37.5,5+ years,Bachelor degree,Role 00063,4,30,45,Beijing
Company 02294,12.5,3-5 years,Bachelor degree,Role 00008,3,10,15,Beijing
VIPKID,30.0,3-5 years,Bachelor degree,Role 00781,4,20,40,Beijing
Company 02422,27.5,3-5 years,Bachelor degree,Role 00008,1,20,35,Beijing
Company 00875,37.5,3-5 years,Bachelor degree,Role 00008,6,25,50,Beijing
Company 00889,8.0,1-3 years,Associate degree,Data Analyst,5,6,10,Beijing
Company 00305,19.5,5+ years,Bachelor degree,Data Analyst Manager /Senior Manager,2,14,25,Beijing
Company 02282,35.0,3-5 years,Bachelor degree,Role 00008,6,30,40,Beijing
Company 02282,25.0,3-5 years,Bachelor degree,Role 00008,1,20,30,Beijing
Company 00135,22.5,3-5 years,Bachelor degree,Role 00008,2,15,30,Beijing
Company 02282,26.5,3-5 years,Bachelor degree,Role 00008,1,18,35,Beijing
Company 00662,12.5,3-5 years,Bachelor degree,Role 00008,4,10,15,Beijing
Company 02277,30.0,3-5 years,Bachelor degree,Data Analyst Specialist,6,20,40,Beijing
Company 01405,45.0,5+ years,Bachelor degree,Data Analyst Specialist,3,30,60,Beijing
Company 02423,17.5,1-3 years,Bachelor degree,Role 00505,5,15,20,Beijing
VIPKID,17.5,3-5 years,Bachelor degree,Role 00008,4,15,20,Beijing
Company 02228,34.0,3-5 years,Bachelor degree,Role 00008,2,23,45,Beijing
Company 02424,5.5,Experience not required,Bachelor degree,Role 00048,6,5,6,Beijing
Company 02425,10.0,3-5 years,Bachelor degree,Data Analyst,6,8,12,Beijing
Company 02426,30.0,3-5 years,Bachelor degree,Role 00008,3,20,40,Beijing
Company 02427,18.0,Experience not required,Associate degree,Data Analyst Manager,1,12,24,Beijing
Company 00117,15.5,3-5 years,Bachelor degree,Role 00008,2,13,18,Beijing
Company 00135,20.0,1-3 years,Bachelor degree,Role 00037,3,15,25,Beijing
Company 00883,7.0,Fresh graduate,Bachelor degree,Role 00008,1,6,8,Beijing
Company 00135,25.0,5+ years,Bachelor degree,Role 00008,3,20,30,Beijing
Company 02428,45.0,3-5 years,Bachelor degree,Role 00690,1,30,60,Beijing
Company 02429,20.0,3-5 years,Bachelor degree,Data Analyst,5,15,25,Beijing
Company 02430,20.0,3-5 years,Bachelor degree,Role 01626,5,15,25,Beijing
Company 00135,16.0,3-5 years,Bachelor degree,Role 00039,1,12,20,Beijing
Company 00092,27.5,3-5 years,Bachelor degree,Role 00049,3,20,35,Beijing
Company 02431,30.0,3-5 years,Bachelor degree,Role 00008,2,20,40,Beijing
Company 02432,7.0,Less than 1 year,Bachelor degree,Data Analyst Engineer,6,6,8,Beijing
Company 02277,30.0,3-5 years,Bachelor degree,Role 00063,3,20,40,Beijing
Company 02433,9.0,1-3 years,Bachelor degree,Role 01627,3,8,10,Beijing
Company 02281,35.0,3-5 years,Bachelor degree,Senior Data Analyst Manager,3,25,45,Beijing
Company 02282,37.5,3-5 years,Bachelor degree,Role 00045,3,25,50,Beijing
Company 01326,22.5,1-3 years,Bachelor degree,Role 00784,3,15,30,Beijing
Company 02434,20.0,1-3 years,Bachelor degree,Role 00785,2,15,25,Beijing
Company 02282,12.5,3-5 years,Bachelor degree,Role 00008,1,10,15,Beijing
Company 02435,21.5,3-5 years,Bachelor degree,Role 00008,6,15,28,Beijing
Company 02436,20.0,Experience not required,Bachelor degree,Role 00786,4,15,25,Beijing
Company 02437,27.5,5+ years,Bachelor degree,Role 00049,5,20,35,Beijing
Company 02438,30.0,Experience not required,Bachelor degree,Role 00008,5,20,40,Beijing
Company 00135,22.5,5+ years,Bachelor degree,Role 00008,1,15,30,Beijing
Company 02439,30.0,3-5 years,Bachelor degree,Role 00008,5,20,40,Beijing
Company 02440,8.5,1-3 years,Associate degree,Data Analyst,3,8,9,Beijing
Company 01044,10.0,1-3 years,Bachelor degree,Role 00038,5,8,12,Beijing
Company 02441,9.0,1-3 years,Bachelor degree,Data Analyst,6,8,10,Beijing
Company 00115,25.0,5+ years,Bachelor degree,Role 00008,6,20,30,Beijing
Company 02442,22.5,3-5 years,Bachelor degree,Data Analyst,5,15,30,Beijing
Company 02244,11.5,Experience not required,Bachelor degree,Data Analyst,5,9,14,Beijing
Company 02277,32.5,3-5 years,Postgraduate,Role 00063,4,30,35,Beijing
Company 02443,16.5,1-3 years,Bachelor degree,Role 00008,2,11,22,Beijing
Company 02282,55.0,3-5 years,Bachelor degree,Role 00008,6,40,70,Beijing
Company 02277,22.5,1-3 years,Bachelor degree,Role 00008,2,15,30,Beijing
Company 02444,20.0,Experience not required,Postgraduate,Role 00008,3,15,25,Beijing
Company 00889,17.5,3-5 years,Bachelor degree,Role 00008,1,15,20,Beijing
Company 00026,30.0,3-5 years,Bachelor degree,Role 00008,4,25,35,Beijing
Company 02445,22.5,1-3 years,Bachelor degree,Role 00008,2,15,30,Beijing
Company 02446,24.0,3-5 years,Bachelor degree,Role 00049,1,16,32,Beijing
Company 02177,5.0,Experience not required,Associate degree,Role 00787,5,4,6,Beijing
Company 02447,12.5,1-3 years,Bachelor degree,Data Analyst Engineer,4,10,15,Beijing
Company 02448,37.5,3-5 years,Bachelor degree,Role 00008,6,25,50,Beijing
Company 00867,12.5,3-5 years,Bachelor degree,Role 00008,6,10,15,Beijing
VIPKID,45.0,3-5 years,Bachelor degree,Data Analyst Specialist,5,30,60,Beijing
Company 02449,30.0,5+ years,Bachelor degree,Role 00008,1,20,40,Beijing
Company 02361,20.0,3-5 years,Postgraduate,Role 00008,3,15,25,Beijing
Company 00115,22.5,3-5 years,Bachelor degree,Role 00008,2,15,30,Beijing
Company 02389,4.0,5+ years,Bachelor degree,Role 00008,2,3,5,Beijing
Company 00889,30.0,5+ years,Education not specified,Role 00779,1,20,40,Beijing
Company 00115,40.0,Experience not required,Bachelor degree,Role 00049,1,30,50,Beijing
VIPKID,22.5,Less than 1 year,Bachelor degree,Role 00008,4,15,30,Beijing
Company 02450,30.0,3-5 years,Bachelor degree,Role 00008,5,20,40,Beijing
Company 02451,20.0,Experience not required,Bachelor degree,Role 00788,4,15,25,Beijing
Company 01458,30.0,3-5 years,Bachelor degree,Role 00789,6,20,40,Beijing
Company 00518,26.5,3-5 years,Postgraduate,Role 00790,4,18,35,Beijing
Company 01405,16.5,1-3 years,Bachelor degree,Role 00008,3,11,22,Beijing
Company 02452,22.5,1-3 years,Bachelor degree,Data Analyst Engineer,5,15,30,Beijing
Company 01169,20.5,3-5 years,Bachelor degree,biData Analyst Engineer,6,20,21,Beijing
FunPlus,20.0,3-5 years,Bachelor degree,Role 00463,1,15,25,Beijing
Company 01900,37.5,Experience not required,Education not specified,Role 00463,2,25,50,Beijing
Company 02453,20.0,3-5 years,Bachelor degree,Role 00008,1,15,25,Beijing
Company 02282,30.0,3-5 years,Bachelor degree,Role 00791,6,25,35,Beijing
Company 02454,20.0,1-3 years,Bachelor degree,Role 00008,5,15,25,Beijing
Company 02389,20.0,3-5 years,Bachelor degree,Role 00008,5,15,25,Beijing
Company 02277,25.5,3-5 years,Bachelor degree,Role 01628,6,25,26,Beijing
Company 02455,12.5,5+ years,Bachelor degree,Role 00049,3,10,15,Beijing
Company 02216,17.5,5+ years,Bachelor degree,Role 00008,4,15,20,Beijing
Company 00115,30.0,1-3 years,Bachelor degree,Role 00008,6,25,35,Beijing
Company 01334,15.0,3-5 years,Bachelor degree,Role 00008,3,10,20,Beijing
Company 00075,25.0,5+ years,Bachelor degree,Senior Data Analyst (j13092),4,20,30,Beijing
Company 02456,15.5,1-3 years,Bachelor degree,Data Analyst,6,13,18,Beijing
Company 02128,8.5,1-3 years,Bachelor degree,Role 00793,1,6,11,Beijing
Company 02282,30.0,3-5 years,Bachelor degree,Role 00794,5,20,40,Beijing
Company 02160,8.5,1-3 years,Bachelor degree,Role 01629,4,8,9,Beijing
Company 02457,18.0,Experience not required,Bachelor degree,Role 00008,1,12,24,Beijing
Company 02458,6.0,Less than 1 year,Bachelor degree,Role 00008,4,4,8,Beijing
Company 01334,15.0,1-3 years,Bachelor degree,Role 00008,1,12,18,Beijing
Company 02459,6.5,1-3 years,Bachelor degree,Data Analyst,4,5,8,Beijing
Company 02460,5.5,Experience not required,Bachelor degree,Data Analyst,6,5,6,Beijing
Company 02461,7.5,Experience not required,Bachelor degree,Role 00038,6,5,10,Beijing
Company 02282,15.0,1-3 years,Bachelor degree,Role 00008,4,12,18,Beijing
Company 00115,22.5,5+ years,Bachelor degree,Role 00008,6,15,30,Beijing
Company 02462,27.5,5+ years,Bachelor degree,Role 00008,5,25,30,Beijing
Company 02463,32.5,3-5 years,Bachelor degree,Role 00049,2,25,40,Beijing
Company 02282,35.0,3-5 years,Bachelor degree,Role 00041,6,25,45,Beijing
Company 02228,26.5,3-5 years,Bachelor degree,Role 00008,1,18,35,Beijing
Company 02464,25.0,1-3 years,Bachelor degree,Role 00008,2,20,30,Beijing
VIPKID,30.0,3-5 years,Bachelor degree,Role 00049,4,20,40,Beijing
Company 00115,20.0,1-3 years,Bachelor degree,Role 00008,6,15,25,Beijing
Company 02392,30.0,Experience not required,Bachelor degree,Data Analyst,4,20,40,Beijing
Company 02465,22.5,1-3 years,Education not specified,Role 01630,1,15,30,Beijing
Company 02466,15.5,1-3 years,Bachelor degree,Role 00008,2,11,20,Beijing
Company 02467,21.5,3-5 years,Bachelor degree,Role 00008,1,17,26,Beijing
AnG,15.0,1-3 years,Bachelor degree,Role 00008,4,13,17,Beijing
Company 02378,32.5,5+ years,Bachelor degree,Role 00797,3,25,40,Beijing
Company 02468,30.0,5+ years,Bachelor degree,Role 00063,3,20,40,Beijing
Company 02469,4.0,Experience not required,Associate degree,Role 00038,4,3,5,Beijing
Company 02470,17.5,3-5 years,Bachelor degree,Role 00008,2,15,20,Beijing
Company 01334,25.0,5+ years,Bachelor degree,Role 00798,4,20,30,Beijing
Company 02277,30.0,3-5 years,Bachelor degree,Data Analyst Manager,1,25,35,Beijing
Company 00135,24.0,3-5 years,Bachelor degree,Role 00799,5,18,30,Beijing
Company 02471,10.5,Less than 1 year,Postgraduate,Role 00008,3,8,13,Beijing
Company 02331,30.0,3-5 years,Bachelor degree,Role 00049,4,25,35,Beijing
Company 00135,35.0,5+ years,Bachelor degree,Role 00049,5,30,40,Beijing
Company 02472,10.5,Experience not required,Bachelor degree,Role 00049,1,10,11,Beijing
Company 02140,27.5,5+ years,Bachelor degree,Role 00049,3,20,35,Beijing
Company 02436,30.0,5+ years,Bachelor degree,Role 00008,1,20,40,Beijing
Company 02224,20.0,1-3 years,Bachelor degree,Role 00008,1,15,25,Beijing
Company 02237,25.0,3-5 years,Bachelor degree,Role 00800,5,20,30,Beijing
Company 02473,20.0,3-5 years,Bachelor degree,Role 00008,6,15,25,Beijing
Company 02474,7.5,Experience not required,Bachelor degree,Data Analyst,3,6,9,Beijing
Company 02276,24.5,1-3 years,Bachelor degree,Role 00801,2,24,25,Beijing
LBE TECH,3.5,Fresh graduate,Bachelor degree,Data Analyst,5,3,4,Beijing
